flight_id,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_cause,load_factor,turnaround_minutes,cancelled,date
AA1066,AA,EWR,JFK,2025-10-29T12:30:00,2025-10-29T12:36:00,6,,0.769,80,False,2025-10-29
UA0932,UA,IAH,MCO,2025-10-29T13:15:00,2025-10-29T13:19:00,4,,0.953,59,False,2025-10-29
AA0271,AA,FLL,CLT,2025-10-29T13:45:00,2025-10-29T13:58:00,13,,0.886,70,False,2025-10-29
UA0897,UA,MCO,EWR,2025-10-29T13:45:00,2025-10-29T13:46:00,1,,0.79,56,False,2025-10-29
SW0419,SW,LAX,PHX,2025-10-29T15:00:00,2025-10-29T15:34:00,34,crew,0.871,60,False,2025-10-29
AA0216,AA,LAS,SFO,2025-10-29T15:30:00,2025-10-29T15:39:00,9,,0.901,58,False,2025-10-29
SW0809,SW,ATL,LAS,2025-10-29T15:45:00,2025-10-29T15:57:00,12,,0.875,62,False,2025-10-29
SW0559,SW,DEN,MSP,2025-10-29T16:00:00,2025-10-29T16:02:00,2,,0.862,64,False,2025-10-29
JB0015,JB,IAH,MIA,2025-10-29T17:15:00,2025-10-29T17:18:00,3,,0.866,63,False,2025-10-29
DL0533,DL,MIA,CLT,2025-10-29T17:15:00,2025-10-29T18:42:00,87,security,0.782,74,False,2025-10-29
JB0650,JB,PHX,FLL,2025-10-29T20:45:00,2025-10-29T20:55:00,10,,1.0,77,False,2025-10-29
UA0797,UA,MSP,EWR,2025-10-29T21:45:00,2025-10-29T22:59:00,74,traffic,0.737,54,False,2025-10-29
SW0269,SW,LGA,MCO,2025-10-30T06:30:00,2025-10-30T06:36:00,6,,0.883,52,False,2025-10-30
JB0775,JB,SEA,MIA,2025-10-30T09:45:00,2025-10-30T09:59:00,14,,0.995,52,False,2025-10-30
AA0666,AA,EWR,LGA,2025-10-30T10:00:00,2025-10-30T10:06:00,6,,0.815,45,False,2025-10-30
DL0863,DL,ATL,IAH,2025-10-30T10:00:00,2025-10-30T10:12:00,12,,0.859,74,False,2025-10-30
SW0424,SW,ATL,ORD,2025-10-30T15:15:00,2025-10-30T15:17:00,2,,0.827,56,False,2025-10-30
AA0406,AA,PHX,LAS,2025-10-30T16:00:00,2025-10-30T16:00:00,0,,0.921,64,False,2025-10-30
AA0801,AA,SFO,SEA,2025-10-30T20:00:00,2025-10-30T20:02:00,2,,0.881,41,False,2025-10-30
SW0544,SW,DEN,MIA,2025-10-30T20:30:00,2025-10-30T21:24:00,54,weather,0.841,61,False,2025-10-30
DL0588,DL,MSP,LGA,2025-10-31T05:15:00,,0,,0.0,0,True,2025-10-31
UA0892,UA,CLT,DEN,2025-10-31T06:15:00,2025-10-31T06:16:00,1,,0.831,64,False,2025-10-31
JB0175,JB,ATL,PHX,2025-10-31T07:00:00,2025-10-31T07:08:00,8,,0.826,41,False,2025-10-31
DL0558,DL,DFW,IAH,2025-10-31T07:15:00,2025-10-31T07:20:00,5,,0.764,64,False,2025-10-31
SW0104,SW,LAX,PHX,2025-10-31T07:45:00,2025-10-31T07:47:00,2,,0.872,54,False,2025-10-31
JB0120,JB,EWR,BOS,2025-10-31T09:30:00,2025-10-31T10:10:00,40,weather,0.846,25,False,2025-10-31
UA0907,UA,FLL,LAX,2025-10-31T10:15:00,2025-10-31T10:28:00,13,,0.806,74,False,2025-10-31
UA0687,UA,LAS,CLT,2025-10-31T11:15:00,2025-10-31T11:15:00,0,,0.783,49,False,2025-10-31
JB0780,JB,MSP,MCO,2025-10-31T15:00:00,2025-10-31T15:09:00,9,,0.947,60,False,2025-10-31
JB0585,JB,ATL,CLT,2025-10-31T15:15:00,2025-10-31T15:20:00,5,,0.642,62,False,2025-10-31
JB0200,JB,MSP,BOS,2025-10-31T19:30:00,2025-10-31T19:43:00,13,,0.788,57,False,2025-10-31
DL0463,DL,MIA,IAH,2025-10-31T19:30:00,2025-10-31T19:35:00,5,,0.933,62,False,2025-10-31
AA0701,AA,PHX,DEN,2025-10-31T20:15:00,2025-10-31T20:29:00,14,,0.898,82,False,2025-10-31
UA1197,UA,DFW,MCO,2025-11-01T05:00:00,2025-11-01T05:01:00,1,,0.857,52,False,2025-11-01
UA0052,UA,JFK,MSP,2025-11-01T06:30:00,2025-11-01T06:46:00,16,weather,0.867,41,False,2025-11-01
DL0498,DL,MCO,DFW,2025-11-01T06:30:00,2025-11-01T06:37:00,7,,0.838,43,False,2025-11-01
JB0975,JB,DEN,JFK,2025-11-01T07:00:00,2025-11-01T07:08:00,8,,0.753,69,False,2025-11-01
SW0969,SW,ORD,CLT,2025-11-01T11:30:00,2025-11-01T11:36:00,6,,0.869,60,False,2025-11-01
SW0129,SW,DEN,EWR,2025-11-01T13:00:00,2025-11-01T13:13:00,13,,0.928,86,False,2025-11-01
AA0396,AA,ORD,LGA,2025-11-01T13:00:00,2025-11-01T13:00:00,0,,0.906,58,False,2025-11-01
UA0492,UA,MCO,LGA,2025-11-01T18:45:00,2025-11-01T18:59:00,14,,0.932,37,False,2025-11-01
UA0022,UA,BOS,ATL,2025-11-01T20:00:00,2025-11-01T20:04:00,4,,0.88,57,False,2025-11-01
SW0359,SW,IAH,ATL,2025-11-02T05:30:00,2025-11-02T05:43:00,13,,0.956,64,False,2025-11-02
AA0491,AA,DTW,ATL,2025-11-02T06:00:00,2025-11-02T06:01:00,1,,0.702,80,False,2025-11-02
AA0886,AA,DTW,ORD,2025-11-02T11:15:00,2025-11-02T11:22:00,7,,0.785,82,False,2025-11-02
JB0580,JB,IAH,LAS,2025-11-02T12:45:00,2025-11-02T13:16:00,31,weather,0.878,66,False,2025-11-02
JB0280,JB,DTW,JFK,2025-11-02T14:00:00,2025-11-02T15:52:00,112,mechanical,0.803,69,False,2025-11-02
AA0861,AA,FLL,MSP,2025-11-02T14:15:00,2025-11-02T14:21:00,6,,0.922,48,False,2025-11-02
DL0103,DL,LAS,SFO,2025-11-02T15:15:00,2025-11-02T15:18:00,3,,0.903,62,False,2025-11-02
UA0972,UA,JFK,MSP,2025-11-02T16:00:00,2025-11-02T16:11:00,11,,0.83,62,False,2025-11-02
SW0044,SW,ORD,LAX,2025-11-02T16:15:00,2025-11-02T16:29:00,14,,0.902,64,False,2025-11-02
SW0329,SW,SEA,LAX,2025-11-02T16:45:00,2025-11-02T16:52:00,7,,0.885,86,False,2025-11-02
SW0679,SW,LAS,PHX,2025-11-02T17:45:00,2025-11-02T17:49:00,4,,0.92,56,False,2025-11-02
UA0677,UA,LAX,MSP,2025-11-02T19:45:00,2025-11-02T20:01:00,16,traffic,0.71,62,False,2025-11-02
SW1159,SW,ATL,MSP,2025-11-02T22:15:00,2025-11-02T22:21:00,6,,0.864,60,False,2025-11-02
AA0716,AA,BOS,CLT,2025-11-02T22:45:00,2025-11-02T22:49:00,4,,0.867,60,False,2025-11-02
DL0363,DL,DFW,MSP,2025-11-03T05:15:00,2025-11-03T05:16:00,1,,0.907,73,False,2025-11-03
JB0840,JB,EWR,MSP,2025-11-03T06:00:00,2025-11-03T06:06:00,6,,0.817,58,False,2025-11-03
UA0922,UA,LAX,BOS,2025-11-03T07:30:00,2025-11-03T07:44:00,14,,0.753,62,False,2025-11-03
DL0333,DL,SEA,LAS,2025-11-03T07:45:00,2025-11-03T07:48:00,3,,0.913,64,False,2025-11-03
DL0823,DL,EWR,SFO,2025-11-03T10:45:00,2025-11-03T10:55:00,10,,0.837,70,False,2025-11-03
UA0987,UA,MIA,LAX,2025-11-03T12:45:00,2025-11-03T12:46:00,1,,0.951,54,False,2025-11-03
SW0489,SW,FLL,PHX,2025-11-03T13:15:00,2025-11-03T14:04:00,49,weather,0.768,62,False,2025-11-03
UA0562,UA,MSP,ATL,2025-11-03T15:30:00,2025-11-03T15:41:00,11,,0.628,64,False,2025-11-03
JB0080,JB,MIA,DTW,2025-11-03T18:45:00,2025-11-03T18:46:00,1,,0.833,72,False,2025-11-03
SW0074,SW,DEN,MSP,2025-11-03T21:45:00,2025-11-03T21:51:00,6,,0.806,45,False,2025-11-03
DL0923,DL,MSP,ATL,2025-11-03T22:00:00,2025-11-03T22:14:00,14,,0.9,42,False,2025-11-03
DL0223,DL,SEA,LGA,2025-11-04T08:30:00,2025-11-04T08:38:00,8,,0.714,55,False,2025-11-04
SW0089,SW,MSP,SEA,2025-11-04T10:15:00,2025-11-04T10:22:00,7,,0.6,46,False,2025-11-04
AA0236,AA,MIA,ORD,2025-11-04T13:00:00,2025-11-04T13:41:00,41,mechanical,0.799,67,False,2025-11-04
UA0647,UA,LAS,LGA,2025-11-04T13:45:00,2025-11-04T13:59:00,14,,0.98,68,False,2025-11-04
AA0961,AA,SFO,ATL,2025-11-04T15:45:00,2025-11-04T16:12:00,27,weather,0.711,70,False,2025-11-04
UA1162,UA,CLT,BOS,2025-11-04T16:15:00,2025-11-04T16:22:00,7,,0.814,51,False,2025-11-04
AA0931,AA,DTW,LAX,2025-11-04T16:45:00,2025-11-04T16:53:00,8,,0.845,63,False,2025-11-04
DL0723,DL,MCO,MSP,2025-11-04T18:45:00,2025-11-04T19:09:00,24,traffic,0.955,63,False,2025-11-04
SW0689,SW,MIA,CLT,2025-11-05T06:45:00,2025-11-05T06:47:00,2,,0.961,66,False,2025-11-05
AA0081,AA,LAS,ATL,2025-11-05T08:00:00,2025-11-05T08:06:00,6,,0.71,63,False,2025-11-05
SW0334,SW,DTW,JFK,2025-11-05T08:00:00,2025-11-05T08:04:00,4,,0.785,62,False,2025-11-05
AA0276,AA,LAX,IAH,2025-11-05T10:15:00,2025-11-05T10:27:00,12,,0.875,74,False,2025-11-05
AA0566,AA,DTW,MCO,2025-11-05T10:45:00,2025-11-05T10:55:00,10,,0.918,49,False,2025-11-05
SW1174,SW,ORD,LAX,2025-11-05T11:00:00,2025-11-05T11:08:00,8,,0.731,60,False,2025-11-05
DL1058,DL,SFO,MIA,2025-11-05T14:00:00,2025-11-05T14:14:00,14,,0.783,49,False,2025-11-05
JB0365,JB,DFW,EWR,2025-11-05T15:15:00,2025-11-05T15:19:00,4,,0.858,47,False,2025-11-05
SW0034,SW,BOS,MSP,2025-11-05T16:00:00,2025-11-05T16:06:00,6,,0.777,66,False,2025-11-05
UA1132,UA,SFO,DTW,2025-11-05T16:00:00,2025-11-05T16:08:00,8,,0.825,45,False,2025-11-05
UA0082,UA,PHX,CLT,2025-11-05T16:15:00,2025-11-05T16:26:00,11,,0.823,75,False,2025-11-05
AA0726,AA,SEA,DEN,2025-11-05T16:15:00,2025-11-05T17:17:00,62,traffic,0.855,39,False,2025-11-05
JB0035,JB,JFK,MIA,2025-11-05T17:30:00,2025-11-05T17:42:00,12,,0.775,42,False,2025-11-05
UA0432,UA,MCO,EWR,2025-11-05T17:45:00,2025-11-05T17:47:00,2,,0.905,63,False,2025-11-05
JB0055,JB,MSP,SFO,2025-11-05T19:00:00,2025-11-05T19:05:00,5,,0.881,55,False,2025-11-05
DL0643,DL,DTW,BOS,2025-11-05T19:15:00,2025-11-05T20:40:00,85,mechanical,0.751,52,False,2025-11-05
SW1004,SW,ATL,SEA,2025-11-05T21:00:00,2025-11-05T21:33:00,33,security,0.829,64,False,2025-11-05
AA0231,AA,IAH,EWR,2025-11-05T22:30:00,2025-11-05T22:31:00,1,,0.87,69,False,2025-11-05
UA0122,UA,DEN,SFO,2025-11-06T05:00:00,2025-11-06T05:25:00,25,crew,0.881,72,False,2025-11-06
SW1044,SW,SFO,MIA,2025-11-06T05:30:00,2025-11-06T05:43:00,13,,0.932,56,False,2025-11-06
DL0708,DL,SFO,DFW,2025-11-06T07:00:00,2025-11-06T07:50:00,50,mechanical,0.708,68,False,2025-11-06
SW0389,SW,SFO,LAS,2025-11-06T10:00:00,2025-11-06T10:07:00,7,,0.849,41,False,2025-11-06
JB0865,JB,LAX,FLL,2025-11-06T10:00:00,2025-11-06T10:04:00,4,,0.854,72,False,2025-11-06
AA0956,AA,MCO,LGA,2025-11-06T10:15:00,2025-11-06T10:18:00,3,,0.905,76,False,2025-11-06
JB0310,JB,LAS,FLL,2025-11-06T11:00:00,2025-11-06T11:00:00,0,,0.714,60,False,2025-11-06
UA1192,UA,SEA,PHX,2025-11-06T17:15:00,2025-11-06T17:42:00,27,traffic,0.836,66,False,2025-11-06
UA0437,UA,MSP,LAX,2025-11-06T17:30:00,2025-11-06T17:33:00,3,,0.774,50,False,2025-11-06
JB0240,JB,PHX,ATL,2025-11-06T19:15:00,2025-11-06T19:26:00,11,,0.785,85,False,2025-11-06
UA0522,UA,FLL,MIA,2025-11-06T20:15:00,2025-11-06T20:19:00,4,,0.952,66,False,2025-11-06
DL0203,DL,MCO,ORD,2025-11-06T21:15:00,2025-11-06T21:29:00,14,,0.862,68,False,2025-11-06
UA1152,UA,LGA,MCO,2025-11-06T21:15:00,2025-11-06T21:28:00,13,,0.66,67,False,2025-11-06
SW0509,SW,FLL,LAX,2025-11-07T05:30:00,2025-11-07T05:43:00,13,,0.88,62,False,2025-11-07
SW0164,SW,PHX,JFK,2025-11-07T05:45:00,2025-11-07T05:54:00,9,,0.704,76,False,2025-11-07
JB0275,JB,SFO,CLT,2025-11-07T06:00:00,2025-11-07T06:14:00,14,,0.956,52,False,2025-11-07
JB0210,JB,BOS,EWR,2025-11-07T06:15:00,2025-11-07T06:47:00,32,weather,0.924,59,False,2025-11-07
AA0966,AA,MCO,DFW,2025-11-07T07:30:00,2025-11-07T08:34:00,64,weather,0.846,69,False,2025-11-07
DL1183,DL,ATL,SEA,2025-11-07T07:45:00,2025-11-07T07:47:00,2,,0.795,69,False,2025-11-07
JB0185,JB,LAS,BOS,2025-11-07T10:45:00,2025-11-07T10:50:00,5,,0.765,68,False,2025-11-07
SW0704,SW,ORD,SEA,2025-11-07T11:30:00,2025-11-07T11:36:00,6,,0.809,67,False,2025-11-07
JB0205,JB,ORD,BOS,2025-11-07T14:15:00,2025-11-07T14:18:00,3,,1.0,75,False,2025-11-07
SW0834,SW,DEN,MCO,2025-11-07T16:00:00,2025-11-07T16:06:00,6,,0.878,55,False,2025-11-07
SW0674,SW,IAH,SFO,2025-11-07T16:15:00,2025-11-07T16:18:00,3,,0.89,57,False,2025-11-07
AA0391,AA,CLT,BOS,2025-11-07T16:30:00,2025-11-07T16:42:00,12,,0.696,77,False,2025-11-07
UA1047,UA,MSP,LGA,2025-11-07T18:30:00,2025-11-07T18:44:00,14,,1.0,57,False,2025-11-07
UA0242,UA,IAH,JFK,2025-11-07T19:00:00,2025-11-07T19:09:00,9,,0.77,57,False,2025-11-07
DL0808,DL,BOS,DFW,2025-11-07T19:00:00,2025-11-07T19:02:00,2,,0.884,56,False,2025-11-07
UA1022,UA,MCO,CLT,2025-11-07T19:15:00,2025-11-07T19:21:00,6,,0.76,70,False,2025-11-07
UA0412,UA,ATL,LAX,2025-11-07T22:00:00,2025-11-07T22:13:00,13,,0.748,67,False,2025-11-07
JB0165,JB,IAH,LAS,2025-11-07T22:30:00,2025-11-07T22:39:00,9,,0.96,56,False,2025-11-07
SW0284,SW,DEN,EWR,2025-11-08T08:15:00,2025-11-08T08:19:00,4,,0.864,59,False,2025-11-08
UA0852,UA,ATL,DTW,2025-11-08T10:45:00,2025-11-08T10:59:00,14,,0.762,64,False,2025-11-08
SW1089,SW,LGA,LAS,2025-11-08T12:15:00,2025-11-08T12:44:00,29,weather,0.842,68,False,2025-11-08
DL0758,DL,DEN,LAS,2025-11-08T13:30:00,2025-11-08T13:30:00,0,,0.866,56,False,2025-11-08
UA0607,UA,ORD,SEA,2025-11-08T14:45:00,2025-11-08T15:42:00,57,weather,0.966,66,False,2025-11-08
DL1198,DL,PHX,DTW,2025-11-08T15:00:00,2025-11-08T15:04:00,4,,0.908,66,False,2025-11-08
AA1121,AA,EWR,DEN,2025-11-08T16:00:00,2025-11-08T16:51:00,51,crew,0.816,74,False,2025-11-08
JB0380,JB,SEA,LAS,2025-11-08T16:45:00,2025-11-08T16:54:00,9,,0.849,37,False,2025-11-08
UA1142,UA,CLT,PHX,2025-11-08T17:00:00,2025-11-08T17:10:00,10,,0.808,43,False,2025-11-08
JB0515,JB,LAS,MSP,2025-11-08T18:30:00,2025-11-08T18:36:00,6,,0.728,59,False,2025-11-08
UA0362,UA,LAX,LAS,2025-11-08T20:15:00,2025-11-08T20:57:00,42,mechanical,0.91,41,False,2025-11-08
SW0004,SW,CLT,DTW,2025-11-08T21:00:00,2025-11-08T21:07:00,7,,0.81,46,False,2025-11-08
JB0030,JB,ATL,DEN,2025-11-08T22:45:00,2025-11-08T22:58:00,13,,0.83,50,False,2025-11-08
JB0605,JB,MCO,LGA,2025-11-09T05:45:00,2025-11-09T05:53:00,8,,0.832,71,False,2025-11-09
DL1123,DL,FLL,MCO,2025-11-09T05:45:00,2025-11-09T05:54:00,9,,0.788,57,False,2025-11-09
DL0943,DL,MCO,ATL,2025-11-09T06:15:00,2025-11-09T06:27:00,12,,0.847,70,False,2025-11-09
UA1007,UA,DEN,ORD,2025-11-09T06:30:00,2025-11-09T06:36:00,6,,0.818,51,False,2025-11-09
SW1124,SW,MSP,MIA,2025-11-09T07:00:00,2025-11-09T07:04:00,4,,0.959,46,False,2025-11-09
UA1117,UA,LGA,SEA,2025-11-09T09:30:00,2025-11-09T09:44:00,14,,0.865,72,False,2025-11-09
UA0902,UA,DFW,MIA,2025-11-09T10:15:00,2025-11-09T10:20:00,5,,0.921,70,False,2025-11-09
SW0009,SW,DEN,ORD,2025-11-09T10:30:00,2025-11-09T10:35:00,5,,0.849,39,False,2025-11-09
DL0573,DL,LGA,SFO,2025-11-09T11:00:00,2025-11-09T11:03:00,3,,0.876,86,False,2025-11-09
DL0848,DL,LGA,JFK,2025-11-09T11:15:00,2025-11-09T11:21:00,6,,0.731,60,False,2025-11-09
JB1190,JB,ORD,SFO,2025-11-09T11:45:00,2025-11-09T11:45:00,0,,0.735,68,False,2025-11-09
SW0404,SW,LAS,MCO,2025-11-09T12:30:00,2025-11-09T13:33:00,63,weather,0.755,75,False,2025-11-09
SW0839,SW,MIA,DTW,2025-11-09T12:30:00,2025-11-09T12:31:00,1,,0.818,66,False,2025-11-09
SW0959,SW,SEA,EWR,2025-11-09T18:30:00,2025-11-09T18:34:00,4,,0.866,57,False,2025-11-09
UA0847,UA,ORD,DFW,2025-11-09T18:45:00,2025-11-09T18:58:00,13,,0.781,59,False,2025-11-09
DL0083,DL,LGA,JFK,2025-11-09T19:15:00,2025-11-09T19:22:00,7,,0.855,53,False,2025-11-09
JB0115,JB,EWR,DEN,2025-11-09T20:45:00,2025-11-09T20:52:00,7,,0.758,83,False,2025-11-09
JB0285,JB,IAH,MIA,2025-11-09T22:45:00,2025-11-09T22:52:00,7,,0.953,45,False,2025-11-09
UA0397,UA,LAS,MSP,2025-11-10T08:30:00,2025-11-10T08:39:00,9,,0.732,34,False,2025-11-10
UA0837,UA,MCO,IAH,2025-11-10T09:30:00,,0,,0.0,0,True,2025-11-10
UA1187,UA,FLL,LGA,2025-11-10T12:30:00,2025-11-10T12:43:00,13,,0.913,48,False,2025-11-10
DL0108,DL,MSP,DEN,2025-11-10T13:30:00,2025-11-10T13:39:00,9,,0.738,52,False,2025-11-10
DL0443,DL,EWR,PHX,2025-11-10T13:30:00,2025-11-10T13:30:00,0,,0.845,74,False,2025-11-10
UA0617,UA,DEN,CLT,2025-11-10T13:30:00,2025-11-10T13:41:00,11,,1.0,58,False,2025-11-10
SW0189,SW,FLL,DEN,2025-11-10T14:45:00,2025-11-10T14:52:00,7,,0.916,46,False,2025-11-10
AA0556,AA,JFK,ATL,2025-11-10T15:00:00,2025-11-10T15:06:00,6,,0.79,58,False,2025-11-10
SW0849,SW,DFW,EWR,2025-11-10T15:00:00,2025-11-10T15:07:00,7,,0.87,70,False,2025-11-10
AA0326,AA,MCO,PHX,2025-11-10T17:00:00,2025-11-10T17:02:00,2,,0.701,43,False,2025-11-10
SW1194,SW,MSP,MCO,2025-11-10T17:15:00,2025-11-10T17:17:00,2,,0.976,53,False,2025-11-10
JB0830,JB,SEA,MIA,2025-11-10T17:30:00,2025-11-10T17:31:00,1,,0.902,66,False,2025-11-10
AA0506,AA,IAH,CLT,2025-11-10T20:00:00,2025-11-10T20:11:00,11,,0.911,59,False,2025-11-10
DL0528,DL,DFW,ORD,2025-11-10T20:00:00,2025-11-10T20:50:00,50,weather,0.797,70,False,2025-11-10
AA0741,AA,DFW,DTW,2025-11-10T21:00:00,2025-11-10T21:04:00,4,,1.0,51,False,2025-11-10
UA0727,UA,LAS,ATL,2025-11-11T06:00:00,2025-11-11T06:12:00,12,,0.831,79,False,2025-11-11
JB0190,JB,MIA,DTW,2025-11-11T06:30:00,2025-11-11T06:30:00,0,,0.772,75,False,2025-11-11
JB0695,JB,MCO,DTW,2025-11-11T06:45:00,2025-11-11T06:49:00,4,,0.867,35,False,2025-11-11
JB0700,JB,DEN,PHX,2025-11-11T11:00:00,2025-11-11T11:13:00,13,,0.879,73,False,2025-11-11
DL0898,DL,DFW,ORD,2025-11-11T13:45:00,2025-11-11T13:45:00,0,,0.845,52,False,2025-11-11
JB0105,JB,IAH,SFO,2025-11-11T15:15:00,2025-11-11T15:16:00,1,,0.818,30,False,2025-11-11
AA1126,AA,FLL,ATL,2025-11-11T15:45:00,2025-11-11T15:55:00,10,,0.91,54,False,2025-11-11
AA0601,AA,LAS,DFW,2025-11-11T17:00:00,2025-11-11T17:09:00,9,,1.0,63,False,2025-11-11
AA0341,AA,LAX,SEA,2025-11-11T18:45:00,2025-11-11T18:50:00,5,,0.812,66,False,2025-11-11
DL0683,DL,MIA,JFK,2025-11-11T19:45:00,2025-11-11T20:10:00,25,mechanical,0.98,67,False,2025-11-11
JB0985,JB,DTW,SFO,2025-11-12T05:15:00,2025-11-12T05:27:00,12,,0.801,36,False,2025-11-12
DL0793,DL,EWR,LGA,2025-11-12T06:00:00,2025-11-12T06:11:00,11,,0.834,72,False,2025-11-12
JB0555,JB,DFW,DEN,2025-11-12T07:00:00,2025-11-12T07:05:00,5,,0.987,54,False,2025-11-12
AA0686,AA,JFK,MIA,2025-11-12T08:45:00,2025-11-12T08:55:00,10,,0.825,70,False,2025-11-12
SW0589,SW,IAH,ATL,2025-11-12T09:00:00,2025-11-12T09:14:00,14,,0.784,52,False,2025-11-12
UA0447,UA,SEA,SFO,2025-11-12T12:15:00,2025-11-12T12:18:00,3,,1.0,78,False,2025-11-12
DL0508,DL,IAH,LAX,2025-11-12T13:45:00,2025-11-12T13:52:00,7,,0.862,53,False,2025-11-12
UA0237,UA,DEN,MSP,2025-11-12T14:00:00,2025-11-12T14:07:00,7,,0.731,33,False,2025-11-12
JB0825,JB,CLT,PHX,2025-11-12T15:30:00,2025-11-12T15:35:00,5,,0.902,53,False,2025-11-12
SW0949,SW,BOS,CLT,2025-11-12T22:00:00,2025-11-12T22:03:00,3,,0.743,65,False,2025-11-12
DL0648,DL,SEA,DFW,2025-11-13T06:00:00,2025-11-13T06:08:00,8,,0.838,60,False,2025-11-13
SW0794,SW,MSP,MCO,2025-11-13T08:15:00,2025-11-13T09:10:00,55,traffic,0.775,48,False,2025-11-13
DL0038,DL,LAX,DEN,2025-11-13T10:00:00,2025-11-13T10:09:00,9,,0.875,80,False,2025-11-13
DL0548,DL,LAS,DEN,2025-11-13T12:45:00,2025-11-13T12:49:00,4,,0.846,68,False,2025-11-13
UA0962,UA,ATL,CLT,2025-11-13T14:15:00,2025-11-13T15:07:00,52,crew,1.0,50,False,2025-11-13
JB0815,JB,DTW,SFO,2025-11-13T18:15:00,2025-11-13T18:27:00,12,,0.851,75,False,2025-11-13
JB1115,JB,EWR,DFW,2025-11-13T21:00:00,2025-11-13T21:25:00,25,weather,0.841,49,False,2025-11-13
AA0951,AA,CLT,IAH,2025-11-13T22:00:00,2025-11-13T22:13:00,13,,0.787,60,False,2025-11-13
SW0789,SW,FLL,ORD,2025-11-13T22:15:00,2025-11-13T22:33:00,18,mechanical,0.912,70,False,2025-11-13
UA0137,UA,MCO,ATL,2025-11-14T07:45:00,2025-11-14T08:46:00,61,weather,0.839,63,False,2025-11-14
SW0724,SW,JFK,MSP,2025-11-14T10:15:00,2025-11-14T10:40:00,25,weather,0.829,86,False,2025-11-14
AA1141,AA,MSP,MCO,2025-11-14T12:30:00,2025-11-14T12:48:00,18,mechanical,0.882,55,False,2025-11-14
DL1023,DL,MIA,MSP,2025-11-14T13:15:00,2025-11-14T13:22:00,7,,1.0,42,False,2025-11-14
JB1200,JB,LAX,ATL,2025-11-14T13:30:00,2025-11-14T13:54:00,24,security,0.934,39,False,2025-11-14
JB1025,JB,SEA,CLT,2025-11-14T14:00:00,2025-11-14T14:11:00,11,,0.728,48,False,2025-11-14
AA1086,AA,LAS,CLT,2025-11-14T14:30:00,2025-11-14T14:40:00,10,,0.736,74,False,2025-11-14
AA0901,AA,DEN,SFO,2025-11-14T15:45:00,2025-11-14T15:59:00,14,,0.947,68,False,2025-11-14
SW0099,SW,MIA,LGA,2025-11-14T18:00:00,2025-11-14T18:17:00,17,crew,0.712,65,False,2025-11-14
JB0550,JB,FLL,ORD,2025-11-14T19:45:00,2025-11-14T19:47:00,2,,0.755,56,False,2025-11-14
JB0090,JB,EWR,SEA,2025-11-15T05:15:00,2025-11-15T05:17:00,2,,0.799,57,False,2025-11-15
UA0282,UA,JFK,ATL,2025-11-15T11:00:00,2025-11-15T11:07:00,7,,0.826,40,False,2025-11-15
JB0170,JB,IAH,ORD,2025-11-15T11:30:00,2025-11-15T11:36:00,6,,0.797,64,False,2025-11-15
AA0656,AA,MSP,CLT,2025-11-15T15:45:00,2025-11-15T15:58:00,13,,0.86,54,False,2025-11-15
AA1156,AA,DEN,PHX,2025-11-15T18:15:00,2025-11-15T18:25:00,10,,0.796,51,False,2025-11-15
AA0871,AA,FLL,DEN,2025-11-15T21:00:00,2025-11-15T22:28:00,88,weather,0.901,53,False,2025-11-15
UA1112,UA,MCO,IAH,2025-11-15T21:45:00,2025-11-15T23:14:00,89,traffic,0.911,54,False,2025-11-15
SW0024,SW,LGA,LAX,2025-11-15T22:00:00,,0,,0.0,0,True,2025-11-15
SW0774,SW,SEA,LGA,2025-11-16T06:00:00,2025-11-16T06:04:00,4,,0.823,75,False,2025-11-16
UA0547,UA,SFO,DTW,2025-11-16T09:45:00,2025-11-16T09:56:00,11,,0.86,73,False,2025-11-16
JB0040,JB,IAH,MIA,2025-11-16T10:00:00,2025-11-16T10:07:00,7,,0.91,80,False,2025-11-16
JB0025,JB,LAX,DTW,2025-11-16T11:15:00,2025-11-16T11:20:00,5,,0.722,48,False,2025-11-16
UA0957,UA,FLL,BOS,2025-11-16T13:30:00,2025-11-16T13:37:00,7,,0.747,63,False,2025-11-16
DL0368,DL,LAS,JFK,2025-11-16T14:45:00,2025-11-16T14:48:00,3,,0.774,68,False,2025-11-16
AA0471,AA,LGA,JFK,2025-11-16T14:45:00,2025-11-16T15:26:00,41,weather,0.868,57,False,2025-11-16
JB0430,JB,EWR,MSP,2025-11-16T18:15:00,2025-11-16T18:34:00,19,traffic,0.88,65,False,2025-11-16
UA0512,UA,DEN,CLT,2025-11-16T18:15:00,2025-11-16T18:22:00,7,,0.822,59,False,2025-11-16
AA0356,AA,LAX,CLT,2025-11-16T18:30:00,2025-11-16T18:31:00,1,,0.695,52,False,2025-11-16
DL0228,DL,JFK,SFO,2025-11-16T22:15:00,2025-11-16T22:20:00,5,,0.84,86,False,2025-11-16
UA1107,UA,SFO,DEN,2025-11-16T22:15:00,2025-11-16T22:25:00,10,,0.819,49,False,2025-11-16
AA0226,AA,DEN,ATL,2025-11-17T06:15:00,2025-11-17T06:23:00,8,,0.937,53,False,2025-11-17
JB0675,JB,IAH,DTW,2025-11-17T06:30:00,2025-11-17T06:30:00,0,,0.861,33,False,2025-11-17
